,arc_L_segment,end_end_dist_2_segment,file_label,file_path,frame_numer,max_arc_l,Arc_win_rgn_A,Arc_win_rgn_B,avg_arc_l_win_fil_1,avg_arc_l_win_fil_2,fil_label,Arc_win_size,max_arc_L_segment,E_bend_arr_kBT,Mean_Curvature_segment,Std_Curvature_segment,E_bend_filament_kBT,L_p,L_p_std,R_sq_fit,L_P_dist,mean_pt_curv_for_dist
4290,"[1.09,2.17,3.26,4.35,5.44,6.52,7.61,8.70,9.78]","[1.05,4.15,10.46,17.80,28.95,42.48,55.43,72.84,92.13]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.26561904102500244,0.38635496876363995,0.326,0.6739999999999999,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00]","[0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0578,40.195,4.563056599042818,1.0,65110.547,0.016612639337197817
4291,"[1.09,2.18,3.27,4.35,5.44,6.53,7.62,8.71,9.80]","[1.03,4.05,10.22,17.36,28.17,41.27,56.46,73.59,92.52]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.2776926337988662,0.3984285615375037,0.338,0.6619999999999999,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00]","[0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0532,42.023,5.444763210293916,1.0,102928.401,0.015672817316676257
4292,"[1.09,2.18,3.27,4.36,5.44,6.53,7.62,8.71,9.80]","[1.00,3.95,9.95,18.46,29.30,42.29,57.28,74.12,92.65]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.28976622657273,0.4105021543113675,0.35,0.65,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01]","[0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0608,53.471,6.848194610423141,1.0,186060.759,0.015007377425352906
4293,"[1.09,2.18,3.26,4.35,5.44,6.53,7.62,8.70,9.79]","[0.98,4.64,9.66,17.88,28.34,40.87,57.92,74.43,92.55]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.30183981934659376,0.42257574708523127,0.362,0.638,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01]","[0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0577,54.885,11.83130170333261,0.999,368304.387,0.014603756624342771
4294,"[1.09,2.17,3.26,4.34,5.43,6.52,7.60,8.69,9.77]","[0.95,4.49,10.50,18.80,29.23,41.63,55.85,74.56,92.27]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.31391341212045754,0.43464933985909504,0.374,0.626,fil1,0.121,9.46971055033463,"[0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01]","[0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0565,55.349,7.323151388699415,1.0,586057.309,0.014451140912712322
4295,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[0.92,4.34,10.13,18.12,30.03,42.26,58.72,77.33,94.84]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.3259870048943213,0.4467229326329588,0.386,0.614,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0739,70.335,19.335193681775756,0.999,489578.918,0.014587607674152936
4296,"[1.10,2.19,3.29,4.39,5.48,6.58,7.67,8.77,9.87]","[0.88,4.18,9.75,18.92,28.90,42.81,56.52,74.43,94.22]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.3380605976681851,0.4587965254068226,0.398,0.602,fil1,0.121,9.46971055033463,"[0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01]","[0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0488,44.679,5.515263005359181,1.0,355197.875,0.014918179213187324
4297,"[1.09,2.18,3.26,4.35,5.44,6.53,7.62,8.70,9.79]","[0.84,4.73,10.40,18.07,29.35,40.88,56.30,73.68,92.83]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.35013419044204885,0.47087011818068636,0.411,0.589,fil1,0.121,9.46971055033463,"[0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0557,47.19,4.379325590247418,1.0,313608.916,0.015554002004044982
4298,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.16,4.55,10.01,18.79,29.99,43.38,58.78,76.01,94.91]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.3622077832159126,0.48294371095455013,0.423,0.577,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0863,66.687,10.717087534102498,1.0,282572.295,0.01617963774002886
4299,"[1.09,2.18,3.27,4.36,5.45,6.54,7.63,8.72,9.81]","[1.11,4.35,10.61,17.95,28.64,41.43,56.14,75.10,93.37]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.3742813759897764,0.4950173037284139,0.435,0.565,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0737,52.989,8.488506263734449,1.0,264051.147,0.016867368622497037
4300,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.91]","[1.07,4.18,10.21,18.61,29.20,41.79,58.41,77.18,95.19]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.38635496876364017,0.5070908965022777,0.447,0.5529999999999999,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02]","[0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0998,66.002,16.002584569928917,0.999,241682.553,0.017512684404822565
4301,"[1.11,2.21,3.32,4.42,5.53,6.63,7.74,8.85,9.95]","[1.02,4.67,10.76,19.10,29.50,43.69,57.95,76.13,96.14]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.39842856153750394,0.5191644892761414,0.459,0.5409999999999999,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.087,52.602,4.710847447181446,1.0,222556.085,0.018272810658004818
4302,"[1.10,2.19,3.29,4.38,5.48,6.57,7.67,8.76,9.86]","[0.98,4.46,10.28,18.25,29.76,41.75,57.45,75.07,94.42]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.4105021543113677,0.5312380820500052,0.471,0.529,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0967,54.706,5.823751319524562,1.0,213524.445,0.018982519539862106
4303,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[0.93,4.26,10.79,18.68,29.98,41.68,58.97,76.26,95.16]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.4225757470852315,0.543311674823869,0.483,0.517,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02]","[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1292,67.222,13.245768580118492,1.0,201229.142,0.019748051589711848
4304,"[1.10,2.21,3.31,4.41,5.51,6.62,7.72,8.82,9.93]","[1.21,4.70,10.31,19.08,30.16,43.32,58.37,77.32,95.78]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.43464933985909526,0.5553852675977328,0.495,0.505,fil1,0.121,9.46971055033463,"[0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02]","[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1568,75.325,12.483570689535076,1.0,192305.178,0.020509381273886736
4305,"[1.09,2.18,3.26,4.35,5.44,6.53,7.62,8.71,9.79]","[1.15,4.46,9.78,18.11,28.62,41.12,57.32,75.55,93.28]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.44672293263295904,0.5674588603715965,0.507,0.493,fil2,0.121,9.46971055033463,"[0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02]","[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1619,73.117,18.83192247621904,1.0,191947.899,0.02131611224177298
4306,"[1.10,2.21,3.31,4.41,5.52,6.62,7.73,8.83,9.93]","[1.09,4.27,10.23,18.46,30.20,42.61,58.58,76.44,96.00]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.4587965254068228,0.5795324531454603,0.519,0.481,fil2,0.121,9.46971055033463,"[0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02]","[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1495,61.772,8.37483529358921,1.0,164823.148,0.022177202191839444
4307,"[1.10,2.20,3.30,4.41,5.51,6.61,7.71,8.81,9.91]","[1.04,4.63,10.57,18.65,30.07,42.08,59.30,76.68,95.66]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.4708701181806866,0.5916060459193241,0.531,0.469,fil2,0.121,9.46971055033463,"[0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04]","[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.203,73.906,14.73750299473313,1.0,76910.935,0.023597924332631796
4308,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[0.99,4.40,10.04,18.82,29.91,43.10,58.15,76.85,95.31]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.48294371095455035,0.6036796386931879,0.543,0.45699999999999996,fil2,0.121,9.46971055033463,"[0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.06]","[0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2543,77.972,14.738322154820967,1.0,33558.962,0.02557684176315807
4309,"[1.10,2.20,3.29,4.39,5.49,6.59,7.69,8.79,9.88]","[0.94,4.74,10.35,18.95,29.74,42.50,58.75,75.09,95.04]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.4950173037284141,0.6157532314670516,0.555,0.44499999999999995,fil2,0.121,9.46971055033463,"[0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.06]","[0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2481,62.35,6.89340575184228,1.0,17536.079,0.028062836282722284
4310,"[1.10,2.20,3.29,4.39,5.49,6.59,7.69,8.78,9.88]","[1.16,4.50,10.64,19.07,29.56,41.91,57.64,75.34,94.93]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.5070908965022779,0.6278268242409154,0.567,0.43300000000000005,fil2,0.121,9.46971055033463,"[0.01,0.02,0.02,0.02,0.02,0.03,0.04,0.05,0.07]","[0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2714,55.194,3.8898922836271246,1.0,10865.116,0.030969898948770405
4311,"[1.10,2.19,3.29,4.39,5.48,6.58,7.68,8.77,9.87]","[1.09,4.78,10.05,19.03,29.16,42.51,57.90,75.25,94.54]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.5191644892761417,0.6399004170147792,0.58,0.42000000000000004,fil2,0.121,9.46971055033463,"[0.02,0.02,0.02,0.02,0.03,0.04,0.06,0.07,0.09]","[0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3607,57.722,4.957182231626634,1.0,7526.32,0.03457746373656141
4312,"[1.10,2.20,3.30,4.40,5.51,6.61,7.71,8.81,9.91]","[1.04,4.55,10.31,19.11,30.20,43.41,58.64,75.86,95.10]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.5312380820500054,0.651974009788643,0.592,0.40800000000000003,fil2,0.121,9.46971055033463,"[0.02,0.02,0.02,0.03,0.04,0.06,0.08,0.10,0.11]","[0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.05,0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.465,60.713,6.840533534881239,1.0,6145.873,0.037944177245038686
4313,"[1.09,2.19,3.28,4.38,5.47,6.57,7.66,8.76,9.85]","[0.98,4.30,10.49,19.07,29.85,42.73,57.65,74.62,93.73]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.5433116748238692,0.6640476025625067,0.604,0.396,fil2,0.121,9.46971055033463,"[0.02,0.02,0.02,0.03,0.05,0.06,0.08,0.09,0.10]","[0.02,0.02,0.03,0.03,0.04,0.05,0.05,0.06,0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4754,52.257,4.527876924778283,1.0,5667.653,0.04146995373069215
4314,"[1.11,2.21,3.32,4.42,5.53,6.63,7.74,8.84,9.95]","[1.17,4.55,10.66,19.06,29.62,43.65,58.60,75.73,95.19]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.555385267597733,0.6761211953363705,0.616,0.384,fil2,0.121,9.46971055033463,"[0.02,0.02,0.03,0.04,0.06,0.07,0.08,0.09,0.09]","[0.02,0.03,0.03,0.04,0.05,0.05,0.06,0.06,0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4915,45.865,3.503471785757215,1.0,5920.276,0.04498859444621241
4315,"[1.10,2.19,3.29,4.39,5.49,6.58,7.68,8.78,9.87]","[1.11,4.79,10.14,19.13,29.56,42.10,56.83,75.71,93.45]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.5674588603715968,0.6881947881102343,0.628,0.372,fil2,0.121,9.46971055033463,"[0.02,0.03,0.04,0.05,0.07,0.08,0.09,0.09,0.08]","[0.03,0.03,0.04,0.05,0.05,0.06,0.06,0.06,0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5306,44.558,5.077902629952846,1.0,7216.548,0.047879376820539776
4316,"[1.09,2.19,3.28,4.38,5.47,6.57,7.66,8.76,9.85]","[1.05,4.55,10.34,18.33,29.61,42.19,57.09,74.54,92.67]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.5795324531454605,0.700268380884098,0.64,0.36,fil2,0.121,9.46971055033463,"[0.02,0.03,0.05,0.06,0.07,0.08,0.08,0.08,0.07]","[0.03,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.532,40.732,3.1585507692241226,1.0,11326.95,0.050683745871972725
4317,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.79,9.89]","[1.00,4.81,10.63,18.64,28.88,42.84,58.19,74.43,93.23]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.5916060459193243,0.7123419736579618,0.652,0.348,fil2,0.121,9.46971055033463,"[0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.06,0.05]","[0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5219,37.532,3.430145309765803,1.0,20631.989,0.052525472050051626
4318,"[1.10,2.20,3.29,4.39,5.49,6.59,7.69,8.79,9.88]","[1.18,4.65,10.35,19.20,29.70,42.72,56.81,75.43,92.87]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.6036796386931881,0.7244155664318256,0.664,0.33599999999999997,fil2,0.121,9.46971055033463,"[0.04,0.06,0.07,0.07,0.08,0.07,0.07,0.06,0.05]","[0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5515,38.783,4.053483479658451,1.0,32583.065,0.05337420359236343
4319,"[1.09,2.18,3.27,4.36,5.45,6.54,7.63,8.71,9.80]","[1.15,4.55,10.21,18.18,28.62,41.77,56.19,73.40,91.34]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.6157532314670519,0.7364891592056894,0.676,0.32399999999999995,fil2,0.121,9.46971055033463,"[0.05,0.06,0.07,0.07,0.07,0.06,0.05,0.04,0.03]","[0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4896,34.864,2.110995862161374,1.0,29393.3,0.05336786741398459
4320,"[1.10,2.20,3.30,4.41,5.51,6.61,7.71,8.81,9.91]","[1.13,4.52,10.21,18.35,29.14,42.90,58.18,74.37,93.36]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.6278268242409156,0.7485627519795531,0.688,0.31200000000000006,fil2,0.121,9.46971055033463,"[0.06,0.07,0.07,0.07,0.06,0.05,0.04,0.03,0.03]","[0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4736,34.894,3.1196242853302176,1.0,17463.189,0.052231194921199466
4321,"[1.09,2.18,3.28,4.37,5.46,6.55,7.64,8.74,9.83]","[1.13,4.56,10.41,18.88,29.00,41.78,55.67,74.55,91.92]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.6399004170147794,0.7606363447534169,0.7,0.30000000000000004,fil2,0.121,9.46971055033463,"[0.07,0.07,0.07,0.06,0.05,0.04,0.04,0.03,0.02]","[0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4516,36.5,3.563401440688552,1.0,9449.735,0.049902064841228055
4322,"[1.10,2.20,3.30,4.39,5.49,6.59,7.69,8.79,9.89]","[1.15,4.67,10.76,18.67,29.15,42.56,57.28,75.01,93.23]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.6519740097886432,0.7727099375272807,0.712,0.28800000000000003,fil2,0.121,9.46971055033463,"[0.08,0.07,0.07,0.06,0.05,0.04,0.03,0.02,0.01]","[0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.416,38.318,2.4242902388538794,1.0,5080.061,0.04594640393523363
4323,"[1.11,2.22,3.32,4.43,5.54,6.65,7.76,8.86,9.97]","[1.19,4.87,10.53,18.68,29.66,42.11,57.46,76.03,95.07]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.664047602562507,0.7847835303011444,0.724,0.276,fil2,0.121,9.46971055033463,"[0.07,0.06,0.06,0.05,0.04,0.03,0.02,0.01,0.00]","[0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.02,0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3257,35.405,2.793954237938961,1.0,3161.676,0.040624881335634015
4324,"[1.09,2.18,3.27,4.36,5.44,6.53,7.62,8.71,9.80]","[1.01,4.66,10.49,17.97,29.31,40.58,56.37,72.91,92.09]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.6761211953363707,0.7968571230750082,0.736,0.264,fil2,0.121,9.46971055033463,"[0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.00,0.00]","[0.06,0.05,0.05,0.04,0.04,0.03,0.02,0.01,-0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2672,36.783,2.8552140934970978,1.0,2366.271,0.03443250660947755
4325,"[1.11,2.22,3.33,4.44,5.55,6.66,7.77,8.88,9.99]","[1.07,4.43,10.39,19.32,30.11,43.94,58.70,76.07,96.11]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.6881947881102345,0.808930715848872,0.749,0.251,fil2,0.121,9.46971055033463,"[0.07,0.06,0.05,0.04,0.03,0.01,0.00,0.00,0.00]","[0.05,0.05,0.04,0.04,0.03,0.02,0.01,-0.00,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2538,43.119,3.1489623411929895,1.0,1825.492,0.027362820415811465
4326,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.15,4.81,10.45,18.68,29.81,42.13,56.99,74.47,94.59]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.7002683808840983,0.8210043086227358,0.761,0.239,fil2,0.121,9.46971055033463,"[0.05,0.04,0.03,0.03,0.01,0.00,0.00,0.00,0.01]","[0.05,0.04,0.04,0.03,0.02,0.01,-0.00,-0.01,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1809,39.698,2.441262532985692,1.0,1581.106,0.01977709579766915
4327,"[1.09,2.17,3.26,4.35,5.43,6.52,7.61,8.69,9.78]","[0.99,4.68,10.58,18.04,29.43,42.06,57.25,75.05,92.37]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.712341973657962,0.8330779013965995,0.773,0.22699999999999998,fil2,0.121,9.46971055033463,"[0.08,0.06,0.04,0.02,0.00,0.00,0.01,0.02,0.03]","[0.05,0.04,0.03,0.02,0.01,-0.00,-0.01,-0.02,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2533,68.804,14.174383236935014,1.0,1448.384,0.011443068061740735
4328,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.07,4.50,10.60,18.37,28.55,43.27,58.91,77.10,94.70]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.7244155664318258,0.8451514941704633,0.785,0.21499999999999997,fil2,0.121,9.46971055033463,"[0.07,0.05,0.02,0.00,0.00,0.01,0.02,0.04,0.06]","[0.04,0.04,0.02,0.01,-0.00,-0.01,-0.02,-0.03,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2552,72.572,21.076461989342764,0.999,1347.494,0.0022621379279361025
4329,"[1.10,2.21,3.31,4.42,5.52,6.63,7.73,8.84,9.94]","[1.16,4.88,10.46,18.39,30.48,43.77,59.60,77.95,95.61]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.7364891592056896,0.8572250869443271,0.797,0.20299999999999996,fil2,0.121,9.46971055033463,"[0.06,0.03,0.00,0.00,0.00,0.02,0.04,0.06,0.10]","[0.04,0.02,0.01,-0.00,-0.01,-0.02,-0.03,-0.04,-0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3063,80.349,23.732549940897364,0.999,1338.532,-0.006256166842528027
4330,"[1.09,2.18,3.27,4.36,5.46,6.55,7.64,8.73,9.82]","[0.97,4.65,10.31,18.38,28.95,42.05,57.64,75.68,93.02]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.7485627519795534,0.8692986797181909,0.809,0.19099999999999995,fil2,0.121,9.46971055033463,"[0.02,0.00,0.00,0.00,0.01,0.03,0.05,0.07,0.10]","[0.03,0.01,-0.00,-0.01,-0.02,-0.03,-0.04,-0.05,-0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2896,63.256,12.079413476377526,1.0,1481.439,-0.016123526479874865
4331,"[1.09,2.17,3.26,4.35,5.44,6.52,7.61,8.70,9.79]","[1.04,4.30,9.90,17.96,28.52,41.57,57.08,74.98,92.14]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.7606363447534171,0.8813722724920546,0.821,0.17900000000000005,fil2,0.121,9.46971055033463,"[0.01,0.00,0.00,0.01,0.02,0.04,0.06,0.09,0.12]","[0.01,0.00,-0.01,-0.02,-0.03,-0.04,-0.04,-0.05,-0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3388,55.213,10.540942461235327,1.0,1642.115,-0.025418398877436202
4332,"[1.10,2.20,3.29,4.39,5.49,6.59,7.68,8.78,9.88]","[1.10,4.52,10.35,18.65,29.45,42.70,58.35,76.32,93.50]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.7727099375272809,0.8934458652659184,0.833,0.16700000000000004,fil2,0.121,9.46971055033463,"[0.00,0.00,0.01,0.02,0.04,0.06,0.09,0.12,0.16]","[0.00,-0.01,-0.02,-0.03,-0.04,-0.04,-0.05,-0.06,-0.07]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4893,54.065,9.741435914083784,1.0,1669.604,-0.03496793128863386
