,arc_L_segment,end_end_dist_2_segment,file_label,file_path,frame_numer,max_arc_l,Arc_win_rgn_A,Arc_win_rgn_B,avg_arc_l_win_fil_1,avg_arc_l_win_fil_2,fil_label,Arc_win_size,max_arc_L_segment,E_bend_arr_kBT,Mean_Curvature_segment,Std_Curvature_segment,E_bend_filament_kBT,L_p,L_p_std,R_sq_fit,L_P_dist,mean_pt_curv_for_dist
56,"[8.84,17.69,26.53,35.38,44.22]","[76.28,280.22,589.66,986.46,1484.83]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.40,0.36,0.13,0.07,0.04]","[0.06,0.06,0.03,0.02,0.02]","[0.01,0.01,0.00,0.00,0.00]",0.9958,24.45,0.3589033406457604,1.0,3152.782,0.037689930463784146
57,"[8.75,17.50,26.25,35.00,43.76]","[75.66,302.17,683.92,1190.59,1838.36]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.14,0.06,0.31,0.16,0.07]","[0.01,-0.01,-0.02,-0.01,-0.01]","[0.00,0.01,0.00,0.00,0.00]",0.7512,187.258,13.290133502040051,1.0,5803.042,-0.004489180592307375
58,"[8.52,17.04,25.56,34.08,42.60]","[68.31,269.64,564.85,963.69,1464.98]",S_1,/Users/yogehs/Downloads/SbcC/S/1/30.csv,29.0,85.37631879759888,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.23,0.40,0.18,0.05,0.04]","[0.04,0.06,0.04,0.02,0.02]","[0.01,0.00,0.01,0.00,0.00]",0.9009,30.646,0.6084795665394236,1.0,4311.347,0.03238483463885431
59,"[8.48,16.95,25.43,33.90,42.38]","[71.24,285.66,638.78,1129.09,1739.55]",S_1,/Users/yogehs/Downloads/SbcC/S/1/30.csv,29.0,85.37631879759888,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.48,0.00,0.21,0.37,0.38]","[0.02,0.00,-0.01,-0.02,-0.02]","[0.00,0.01,0.00,0.00,0.00]",1.4353,239.103,17.981961731922905,1.0,3512.018,-0.0013476206091318436
60,"[8.93,17.85,26.78,35.70,44.63]","[75.58,295.29,624.87,1046.61,1530.44]",S_1,/Users/yogehs/Downloads/SbcC/S/1/31.csv,30.0,89.44197137847146,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.21,0.31,0.18,0.10,0.09]","[0.04,0.05,0.04,0.03,0.03]","[0.01,0.00,0.01,0.00,0.00]",0.885,27.047,0.6861101049884099,1.0,10729.178,0.03536681603621009
61,"[8.87,17.74,26.60,35.47,44.34]","[76.95,310.90,697.87,1208.25,1800.73]",S_1,/Users/yogehs/Downloads/SbcC/S/1/31.csv,30.0,89.44197137847146,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.01,0.00,0.32,0.57,0.20]","[0.01,0.00,-0.03,-0.04,-0.02]","[0.00,0.00,0.01,0.00,0.00]",1.1137,93.738,11.658918629365072,0.999,2883.935,-0.011183398615558284
62,"[8.93,17.87,26.80,35.74,44.67]","[74.63,303.09,637.51,1070.37,1577.21]",S_1,/Users/yogehs/Downloads/SbcC/S/1/32.csv,31.0,89.45479851876641,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.13,0.29,0.24,0.09,0.10]","[0.03,0.05,0.04,0.03,0.03]","[0.00,0.00,0.01,0.00,0.00]",0.8444,30.572,0.8807566699784937,1.0,12436.079,0.032696830862241844
63,"[8.87,17.75,26.62,35.50,44.37]","[77.97,310.79,705.38,1228.41,1822.31]",S_1,/Users/yogehs/Downloads/SbcC/S/1/32.csv,31.0,89.45479851876641,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.09,0.00,0.22,0.64,0.59]","[0.01,0.00,-0.02,-0.04,-0.03]","[0.00,0.00,0.01,0.00,0.00]",1.543,111.874,19.072445048209264,0.999,2422.281,-0.00828617958918609
64,"[8.85,17.69,26.54,35.38,44.23]","[75.99,280.08,597.35,991.88,1438.25]",S_1,/Users/yogehs/Downloads/SbcC/S/1/33.csv,32.0,88.57769783785929,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.33,0.30,0.13,0.11,0.10]","[0.06,0.05,0.04,0.03,0.03]","[0.01,0.01,0.00,0.00,0.00]",0.9759,22.625,0.4916131386956277,1.0,7126.976,0.04083041339445684
65,"[8.79,17.59,26.38,35.18,43.97]","[76.21,308.30,690.36,1213.11,1805.90]",S_1,/Users/yogehs/Downloads/SbcC/S/1/33.csv,32.0,88.57769783785929,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.03,0.02,0.05,0.77,1.32]","[0.01,0.01,-0.01,-0.04,-0.05]","[0.01,0.00,0.01,0.01,0.00]",2.1988,126.6,22.26965475232315,0.999,1976.555,-0.010777986085514875
66,"[8.57,17.14,25.71,34.27,42.84]","[68.46,267.25,561.00,952.90,1370.18]",S_1,/Users/yogehs/Downloads/SbcC/S/1/34.csv,33.0,85.92389811894628,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.33,0.30,0.13,0.11,0.15]","[0.06,0.05,0.04,0.03,0.04]","[0.00,0.01,0.00,0.00,0.00]",1.0135,23.393,0.6866140711891429,0.999,9174.088,0.042347249894263875
67,"[8.53,17.06,25.59,34.12,42.65]","[72.02,290.82,648.47,1128.02,1707.20]",S_1,/Users/yogehs/Downloads/SbcC/S/1/34.csv,33.0,85.92389811894628,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.03,0.01,0.29,0.45,0.14]","[0.01,-0.00,-0.02,-0.03,-0.02]","[0.01,0.00,0.01,0.00,0.00]",0.9169,124.447,14.607897856596438,1.0,4324.777,-0.010514013330124809
68,"[8.53,17.06,25.59,34.12,42.64]","[68.55,267.92,567.32,969.58,1402.21]",S_1,/Users/yogehs/Downloads/SbcC/S/1/35.csv,34.0,85.43315907270164,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.36,0.31,0.12,0.10,0.18]","[0.06,0.05,0.03,0.03,0.04]","[0.00,0.01,0.00,0.01,0.01]",1.0699,26.514,0.8604302563522187,0.999,6204.02,0.04056719972590794
69,"[8.46,16.93,25.39,33.85,42.32]","[70.90,284.27,632.71,1121.97,1746.79]",S_1,/Users/yogehs/Downloads/SbcC/S/1/35.csv,34.0,85.43315907270164,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.00,0.04,0.12,0.05,0.02]","[-0.00,-0.01,-0.01,-0.01,-0.00]","[0.00,0.00,0.00,0.00,0.00]",0.2288,276.435,7.3606781838392985,1.0,60379.873,-0.004773421551149709
70,"[8.72,17.43,26.15,34.87,43.58]","[75.38,289.37,638.13,1087.47,1593.15]",S_1,/Users/yogehs/Downloads/SbcC/S/1/36.csv,35.0,87.21514183309125,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.17,0.21,0.18,0.27,0.04]","[0.03,0.03,0.03,0.04,0.02]","[0.00,0.00,0.00,0.01,0.02]",0.8639,42.205,2.547138636551588,0.999,4083.288,0.027871392943763777
71,"[8.63,17.25,25.88,34.51,43.14]","[73.52,295.56,656.03,1166.89,1820.99]",S_1,/Users/yogehs/Downloads/SbcC/S/1/36.csv,35.0,87.21514183309125,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.02,0.25,0.06,0.11,0.06]","[0.00,0.01,-0.01,-0.01,-0.01]","[0.01,0.00,0.00,0.00,0.00]",0.5068,313.081,19.141457074836758,1.0,10602.682,0.001451757716097103
72,"[8.26,16.52,24.78,33.04,41.30]","[65.66,261.30,569.64,960.15,1411.19]",S_1,/Users/yogehs/Downloads/SbcC/S/1/37.csv,36.0,82.81028400905353,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.09,0.37,0.12,0.25,0.03]","[0.02,0.05,0.03,0.04,0.02]","[0.01,0.01,0.01,0.00,0.01]",0.857,36.521,1.9136922883991863,0.999,5274.197,0.032501731312895105
73,"[8.21,16.42,24.63,32.84,41.05]","[64.68,267.79,594.88,1036.83,1518.51]",S_1,/Users/yogehs/Downloads/SbcC/S/1/37.csv,36.0,82.81028400905353,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.00,0.02,0.24,0.51,0.35]","[0.00,-0.01,-0.03,-0.04,-0.03]","[0.00,0.00,0.01,0.00,0.00]",1.1128,75.042,11.04201849816133,0.998,3794.342,-0.020565375687624017
74,"[8.82,17.63,26.45,35.27,44.09]","[74.30,299.42,645.28,1102.98,1685.19]",S_1,/Users/yogehs/Downloads/SbcC/S/1/38.csv,37.0,88.36547249474901,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.08,0.29,0.39,0.04,0.02]","[0.02,0.04,0.04,0.01,0.01]","[0.00,0.01,0.01,0.00,0.00]",0.8174,49.366,0.8399470156588963,1.0,4915.872,0.02261114128001665
75,"[8.79,17.59,26.38,35.18,43.97]","[76.33,299.81,676.39,1210.91,1833.76]",S_1,/Users/yogehs/Downloads/SbcC/S/1/38.csv,37.0,88.36547249474901,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.32,0.22,0.01,0.43,3.87]","[0.02,0.02,-0.00,-0.03,-0.08]","[0.01,0.01,0.01,0.01,0.02]",4.854,152.423,17.181981430649966,1.0,716.487,-0.006351088378430731
76,"[8.31,16.62,24.93,33.25,41.56]","[66.11,263.28,563.33,972.45,1486.35]",S_1,/Users/yogehs/Downloads/SbcC/S/1/39.csv,38.0,83.29183193775258,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.16,0.38,0.26,0.03,0.02]","[0.03,0.05,0.04,0.01,0.01]","[0.00,0.00,0.01,0.00,0.00]",0.8548,43.739,0.6828769947650954,1.0,4651.767,0.025893974584233283
77,"[8.28,16.55,24.83,33.11,41.38]","[66.63,272.99,604.36,1077.78,1584.45]",S_1,/Users/yogehs/Downloads/SbcC/S/1/39.csv,38.0,83.29183193775258,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.04,0.11,0.02,0.93,2.62]","[0.01,0.02,0.01,-0.05,-0.08]","[0.00,0.00,0.01,0.02,0.01]",3.7182,106.001,20.24848049134247,0.999,743.144,-0.014314390379449829
78,"[8.42,16.84,25.25,33.67,42.09]","[69.81,271.95,591.32,985.82,1455.25]",S_1,/Users/yogehs/Downloads/SbcC/S/1/40.csv,39.0,84.40990433734385,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.10,0.20,0.26,0.19,0.04]","[0.03,0.04,0.04,0.04,0.02]","[0.00,0.00,0.00,0.00,0.01]",0.7914,35.516,1.7593720131186976,0.999,7943.974,0.03033577156636745
79,"[8.38,16.77,25.15,33.54,41.92]","[69.68,280.45,628.98,1109.17,1690.94]",S_1,/Users/yogehs/Downloads/SbcC/S/1/40.csv,39.0,84.40990433734385,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.13,0.00,0.00,0.84,0.52]","[-0.01,-0.00,-0.00,-0.03,-0.02]","[0.00,0.00,0.01,0.00,0.00]",1.4821,209.039,31.016700700419754,1.0,5316.166,-0.011849807835943265
80,"[8.56,17.12,25.68,34.25,42.81]","[69.81,284.83,613.14,1014.04,1480.52]",S_1,/Users/yogehs/Downloads/SbcC/S/1/41.csv,40.0,85.87645191018085,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.10,0.20,0.25,0.19,0.08]","[0.03,0.04,0.04,0.04,0.02]","[0.00,0.00,0.00,0.00,0.01]",0.8166,33.623,2.108098767782203,0.999,14212.736,0.03266329089477245
81,"[8.53,17.06,25.59,34.13,42.66]","[72.68,289.12,643.89,1113.16,1643.42]",S_1,/Users/yogehs/Downloads/SbcC/S/1/41.csv,40.0,85.87645191018085,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.00,0.05,0.25,0.48,0.16]","[-0.00,-0.01,-0.03,-0.04,-0.02]","[0.00,0.00,0.01,0.00,0.00]",0.9374,78.027,10.164257163366246,0.999,4978.368,-0.018700096510306023
82,"[8.26,16.51,24.77,33.02,41.28]","[66.33,242.09,511.52,865.28,1337.11]",S_1,/Users/yogehs/Downloads/SbcC/S/1/42.csv,41.0,82.57589303737105,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.44,0.41,0.14,0.05,0.03]","[0.06,0.06,0.04,0.02,-0.02]","[0.01,0.01,0.01,0.01,0.01]",1.0674,25.292,1.040518567086074,0.999,961.604,0.028382279340019835
83,"[8.17,16.34,24.51,32.68,40.85]","[64.69,264.74,597.63,1049.19,1628.12]",S_1,/Users/yogehs/Downloads/SbcC/S/1/42.csv,41.0,82.57589303737105,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.56,0.03,0.07,0.07,0.03]","[-0.02,-0.00,-0.01,-0.01,-0.00]","[0.01,0.00,0.00,0.00,0.00]",0.7484,288.879,19.99304322186543,1.0,15989.945,-0.01034267344382259
84,"[8.15,16.30,24.45,32.60,40.75]","[64.18,236.47,473.31,804.81,1245.29]",S_1,/Users/yogehs/Downloads/SbcC/S/1/43.csv,42.0,81.74285641459764,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.26,0.53,0.13,0.02,0.00]","[0.06,0.08,0.04,0.02,-0.00]","[0.01,0.01,0.01,0.00,0.01]",0.9418,20.596,0.9972132274127183,0.998,1116.541,0.0365444086541173
85,"[8.12,16.25,24.37,32.49,40.62]","[64.70,259.76,588.56,1027.63,1506.43]",S_1,/Users/yogehs/Downloads/SbcC/S/1/43.csv,42.0,81.74285641459764,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.02,0.00,0.10,0.63,0.93]","[-0.01,-0.00,-0.02,-0.04,-0.05]","[0.00,0.00,0.01,0.01,0.00]",1.6757,87.566,15.494029073785727,0.998,2757.027,-0.020817012185891277
86,"[8.13,16.25,24.38,32.50,40.63]","[65.13,255.11,551.45,924.88,1392.52]",S_1,/Users/yogehs/Downloads/SbcC/S/1/44.csv,43.0,81.38470864595718,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.07,0.23,0.34,0.14,0.00]","[0.02,0.04,0.05,0.03,-0.00]","[0.00,0.01,0.00,0.01,0.01]",0.7847,38.958,1.3367509380410114,1.0,2943.697,0.02596762988914998
87,"[8.07,16.14,24.20,32.27,40.34]","[63.78,259.81,581.49,985.46,1422.32]",S_1,/Users/yogehs/Downloads/SbcC/S/1/44.csv,43.0,81.38470864595718,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.01,0.01,0.22,0.63,0.31]","[-0.01,-0.01,-0.03,-0.05,-0.04]","[0.00,0.00,0.01,0.00,0.01]",1.1727,56.684,8.884151122013346,0.997,2816.466,-0.02380381777907601
88,"[8.49,16.99,25.48,33.98,42.47]","[69.47,269.12,564.42,941.45,1444.61]",S_1,/Users/yogehs/Downloads/SbcC/S/1/45.csv,44.0,85.06583697256696,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.15,0.41,0.22,0.05,0.00]","[0.04,0.06,0.04,0.02,-0.00]","[0.01,0.00,0.01,0.01,0.01]",0.8357,29.168,0.8615953545003046,1.0,1955.707,0.02685932752064039
89,"[8.43,16.85,25.28,33.71,42.13]","[70.07,281.74,630.32,1097.25,1641.08]",S_1,/Users/yogehs/Downloads/SbcC/S/1/45.csv,44.0,85.06583697256696,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.02,0.02,0.32,0.37,0.16]","[-0.01,-0.01,-0.03,-0.03,-0.02]","[0.00,0.00,0.01,0.00,0.00]",0.8873,100.033,12.685178840926024,0.999,8935.036,-0.016415839573244186
90,"[8.24,16.48,24.72,32.96,41.20]","[64.57,254.15,538.15,927.01,1419.32]",S_1,/Users/yogehs/Downloads/SbcC/S/1/46.csv,45.0,82.5289945294076,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.29,0.43,0.14,0.05,0.02]","[0.04,0.05,0.03,0.02,0.01]","[0.01,0.00,0.01,0.00,0.00]",0.9337,35.625,0.888295123847037,1.0,3510.987,0.029844116786353538
91,"[8.18,16.36,24.53,32.71,40.89]","[65.91,266.91,595.25,1025.93,1542.13]",S_1,/Users/yogehs/Downloads/SbcC/S/1/46.csv,45.0,82.5289945294076,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.00,0.01,0.33,0.41,0.14]","[0.00,-0.01,-0.03,-0.03,-0.02]","[0.00,0.00,0.01,0.00,0.00]",0.9027,92.658,10.647706229869307,0.999,4720.759,-0.01534421017994496
92,"[8.33,16.65,24.98,33.31,41.64]","[65.65,254.99,547.30,950.08,1452.15]",S_1,/Users/yogehs/Downloads/SbcC/S/1/47.csv,46.0,83.33017305323361,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.32,0.45,0.14,0.03,0.06]","[0.05,0.05,0.03,0.01,0.02]","[0.01,0.00,0.01,0.00,0.00]",1.0057,36.369,0.9620552650985815,1.0,4020.462,0.03104922527296065
93,"[8.25,16.51,24.76,33.01,41.27]","[66.67,271.94,599.88,1041.69,1549.91]",S_1,/Users/yogehs/Downloads/SbcC/S/1/47.csv,46.0,83.33017305323361,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.10,0.06,0.37,0.35,0.15]","[0.02,-0.01,-0.03,-0.03,-0.02]","[0.01,0.01,0.00,0.00,0.00]",1.0328,80.428,9.189660938246357,0.999,2270.937,-0.01262050318715319
94,"[8.38,16.76,25.13,33.51,41.89]","[68.08,265.63,594.12,1046.14,1572.34]",S_1,/Users/yogehs/Downloads/SbcC/S/1/48.csv,47.0,83.98037605995353,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.43,0.27,0.12,0.10,0.52]","[0.04,0.03,0.02,0.02,0.04]","[0.00,0.00,0.00,0.00,0.01]",1.4416,64.787,2.843733095954113,1.0,7045.913,0.03202010121230518
95,"[8.33,16.66,24.99,33.32,41.65]","[67.69,273.68,607.57,1019.73,1468.80]",S_1,/Users/yogehs/Downloads/SbcC/S/1/48.csv,47.0,83.98037605995353,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.27,0.01,0.45,0.49,0.13]","[0.04,-0.01,-0.05,-0.05,-0.03]","[0.01,0.01,0.01,0.01,0.00]",1.3476,45.321,5.403240046916433,0.997,718.19,-0.010309988728642064
96,"[8.29,16.58,24.88,33.17,41.46]","[67.95,263.38,580.87,1016.82,1512.41]",S_1,/Users/yogehs/Downloads/SbcC/S/1/49.csv,48.0,83.03993024714225,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.37,0.23,0.12,0.13,0.52]","[0.04,0.03,0.02,0.02,0.05]","[0.00,0.00,0.00,0.01,0.00]",1.3671,55.563,3.0277104819451237,1.0,8298.423,0.03465476826926739
97,"[8.23,16.46,24.69,32.92,41.15]","[65.82,269.58,597.36,1016.56,1529.13]",S_1,/Users/yogehs/Downloads/SbcC/S/1/49.csv,48.0,83.03993024714225,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.06,0.10,0.42,0.22,0.06]","[0.01,-0.02,-0.04,-0.03,-0.01]","[0.01,0.01,0.00,0.00,0.00]",0.8616,71.033,6.2408164136124205,0.999,2263.995,-0.01388542910749539
98,"[8.23,16.45,24.68,32.91,41.14]","[63.25,259.40,552.85,938.31,1384.08]",S_1,/Users/yogehs/Downloads/SbcC/S/1/50.csv,49.0,82.31327390323584,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.21,0.29,0.18,0.09,0.26]","[0.04,0.05,0.04,0.03,0.04]","[0.00,0.00,0.00,0.00,0.00]",1.0256,33.654,1.2384145343417712,1.0,15071.892,0.03782340109314103
99,"[8.16,16.32,24.47,32.63,40.79]","[65.78,261.75,584.15,993.20,1460.53]",S_1,/Users/yogehs/Downloads/SbcC/S/1/50.csv,49.0,82.31327390323584,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.03,0.08,0.34,0.33,0.12]","[0.01,-0.02,-0.04,-0.04,-0.02]","[0.01,0.01,0.01,0.00,0.00]",0.9039,56.33,5.9924363264947145,0.999,2183.774,-0.018183666470479438
100,"[8.33,16.66,24.98,33.31,41.64]","[68.04,266.99,575.76,1002.08,1537.15]",S_1,/Users/yogehs/Downloads/SbcC/S/1/51.csv,50.0,83.32761015946075,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.32,0.34,0.19,0.05,0.05]","[0.04,0.04,0.03,0.02,0.01]","[0.00,0.00,0.00,0.00,0.00]",0.9511,55.022,0.8715066518865826,1.0,8933.994,0.024869084835271237
101,"[8.23,16.45,24.68,32.91,41.13]","[66.28,260.69,569.62,962.27,1386.95]",S_1,/Users/yogehs/Downloads/SbcC/S/1/51.csv,50.0,83.32761015946075,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.02,0.55,0.31,1.04,0.07]","[0.01,0.06,-0.05,-0.08,-0.02]","[0.01,0.02,0.08,0.03,0.01]",1.9821,35.725,2.7959986681752533,0.998,214.834,-0.004701113797399171
102,"[8.34,16.67,25.01,33.35,41.68]","[68.68,270.81,611.34,1068.16,1623.01]",S_1,/Users/yogehs/Downloads/SbcC/S/1/52.csv,51.0,83.47435654640002,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.09,0.16,0.21,0.27,0.13]","[0.01,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.01]",0.86,107.967,7.6500679244854375,1.0,30302.419,0.019738042774146994
103,"[8.28,16.55,24.83,33.10,41.38]","[66.04,267.34,600.95,1062.22,1493.03]",S_1,/Users/yogehs/Downloads/SbcC/S/1/52.csv,51.0,83.47435654640002,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.05,0.15,0.02,1.47,1.42]","[0.01,0.02,0.01,-0.08,-0.08]","[0.00,0.00,0.02,0.03,0.02]",3.1143,59.963,11.85698445487126,0.996,441.43,-0.01737227440164081
104,"[8.29,16.57,24.86,33.15,41.43]","[67.15,266.15,582.75,1004.33,1522.03]",S_1,/Users/yogehs/Downloads/SbcC/S/1/53.csv,52.0,82.89440661500501,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.17,0.26,0.25,0.10,0.10]","[0.03,0.03,0.03,0.02,0.02]","[0.00,0.00,0.00,0.01,0.01]",0.8839,57.086,1.5151259163629136,1.0,16911.462,0.025809667347156316
105,"[8.23,16.46,24.69,32.92,41.14]","[65.01,243.17,560.50,994.36,1454.01]",S_1,/Users/yogehs/Downloads/SbcC/S/1/53.csv,52.0,82.89440661500501,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[1.24,0.16,0.34,0.54,0.64]","[0.08,0.03,-0.04,-0.05,-0.06]","[0.02,0.04,0.01,0.00,0.00]",2.9206,46.494,3.397639647960799,0.999,279.769,0.001052957693496995
106,"[8.20,16.40,24.60,32.80,41.00]","[65.41,257.97,561.71,952.71,1418.45]",S_1,/Users/yogehs/Downloads/SbcC/S/1/54.csv,53.0,82.00545699335797,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.11,0.23,0.26,0.11,0.27]","[0.03,0.04,0.04,0.03,0.04]","[0.00,0.00,0.00,0.01,0.01]",0.977,40.105,1.5795108057645062,1.0,9002.376,0.03480537528337512
107,"[8.14,16.28,24.42,32.57,40.71]","[64.84,257.58,580.70,960.32,1381.18]",S_1,/Users/yogehs/Downloads/SbcC/S/1/54.csv,53.0,82.00545699335797,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.57,0.00,0.54,0.52,0.13]","[0.06,-0.00,-0.06,-0.06,-0.03]","[0.01,0.02,0.02,0.01,0.01]",1.7598,39.909,4.544252253404549,0.997,445.84,-0.013432307927552562
108,"[8.59,17.18,25.77,34.37,42.96]","[72.36,288.89,647.28,1133.37,1709.23]",S_1,/Users/yogehs/Downloads/SbcC/S/1/55.csv,54.0,86.06989589819085,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.04,0.11,0.25,0.25,0.46]","[0.01,0.02,0.02,0.02,0.03]","[0.00,0.00,0.00,0.00,0.00]",1.1108,100.408,8.449613401336098,1.0,15421.332,0.02369298225620539
109,"[8.53,17.06,25.59,34.12,42.65]","[71.36,273.35,594.37,1052.85,1427.47]",S_1,/Users/yogehs/Downloads/SbcC/S/1/55.csv,54.0,86.06989589819085,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.28,0.33,0.00,1.75,0.51]","[0.05,0.05,0.00,-0.11,-0.06]","[0.00,0.00,0.03,0.03,0.02]",2.8702,31.749,4.017130916723129,0.994,229.158,-0.004520374750490282
110,"[8.26,16.53,24.79,33.06,41.32]","[62.59,267.25,602.30,1049.72,1577.68]",S_1,/Users/yogehs/Downloads/SbcC/S/1/56.csv,55.0,82.75926150850091,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.02,0.05,0.23,0.43,0.40]","[0.01,0.01,0.02,0.03,0.03]","[0.00,0.00,0.01,0.01,0.01]",1.1313,94.921,9.609893136214033,1.0,8838.333,0.025774221642857743
111,"[8.21,16.42,24.63,32.84,41.05]","[65.74,258.44,581.37,1000.56,1452.70]",S_1,/Users/yogehs/Downloads/SbcC/S/1/56.csv,55.0,82.75926150850091,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.79,0.00,0.42,0.56,0.25]","[0.06,0.00,-0.05,-0.05,-0.03]","[0.01,0.03,0.01,0.00,0.01]",2.0175,49.567,5.026628965060447,0.998,450.167,-0.003920933662633318
112,"[8.19,16.39,24.58,32.77,40.97]","[62.84,263.61,580.56,998.13,1496.10]",S_1,/Users/yogehs/Downloads/SbcC/S/1/57.csv,56.0,82.08840030670416,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.08,0.16,0.25,0.20,0.23]","[0.02,0.03,0.03,0.03,0.03]","[0.00,0.00,0.00,0.00,0.00]",0.9219,61.638,3.974472783007365,1.0,46143.654,0.027549657435312506
113,"[8.14,16.28,24.42,32.56,40.71]","[65.34,260.69,584.06,1033.92,1564.09]",S_1,/Users/yogehs/Downloads/SbcC/S/1/57.csv,56.0,82.08840030670416,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.44,0.14,0.14,1.03,0.22]","[0.03,0.02,-0.02,-0.04,-0.02]","[0.00,0.01,0.02,0.01,0.00]",1.9565,130.315,14.135694457096653,1.0,1257.456,-0.00393106461180139
114,"[8.27,16.54,24.81,33.09,41.36]","[64.89,258.06,567.80,993.63,1519.93]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.0,0.5,0.25,0.75,fil1,0.5,41.45408920894599,"[0.36,0.36,0.17,0.05,0.07]","[0.04,0.04,0.03,0.01,0.02]","[0.00,0.00,0.00,0.00,0.00]",1.0098,56.059,0.8574911739958853,1.0,8841.52,0.026054391495011504
115,"[8.22,16.45,24.67,32.89,41.12]","[66.26,259.83,549.27,983.34,1510.97]",S_1,/Users/yogehs/Downloads/SbcC/S/1/58.csv,57.0,82.82538749896759,0.5,1.0,0.75,0.25,fil2,0.5,41.45408920894599,"[0.16,0.69,0.18,0.49,1.70]","[0.03,0.05,0.03,-0.05,-0.08]","[0.00,0.01,0.02,0.02,0.01]",3.2149,57.44,2.78583353937924,1.0,376.775,0.0038263200141793103
